"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs78037977-<b>?</b>,"6 x 10-13",,NR,1.086,'-,[1.06-1.11],"SLC25A38P1, FASLG","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,1:172746562
rs3856439-<b>?</b>,"6 x 10-28",,NR,1.087,'-,[1.07-1.1],LINC00299,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,2:8319274
rs9372120-<b>?</b>,"9 x 10-21",,NR,1.088,'-,[1.07-1.11],ATG5,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,6:106219660
rs2221641-<b>?</b>,"2 x 10-30",,NR,1.088,'-,[1.07-1.1],RNU6-1213P,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,8:80382467
rs3785356-<b>?</b>,"9 x 10-27",,NR,1.089,'-,[1.07-1.1],IL4R,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,16:27337847
rs4845604-<b>?</b>,"2 x 10-16",,NR,1.092,'-,[1.07-1.11],RORC,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,1:151829204
rs111789468-<b>?</b>,"2 x 10-13",,NR,1.092,'-,[1.07-1.12],HLA-DPA1,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,6:33066047
rs10158467-<b>?</b>,"8 x 10-29",,NR,1.093,'-,[1.08-1.11],"GOT2P2, TNFSF4","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,1:173162354
rs3122929-<b>?</b>,"2 x 10-34",,NR,1.095,'-,[1.08-1.11],STAT6,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,12:57115319
rs55661102-<b>?</b>,"4 x 10-20",,NR,1.096,'-,[1.08-1.12],LPP,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,3:188683350
rs3116989-<b>?</b>,"3 x 10-17",,NR,1.096,'-,[1.07-1.12],HLA-DPA3,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,6:33131761
rs2070901-<b>?</b>,"3 x 10-32",,NR,1.1,'-,[1.08-1.12],FCER1G,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,1:161215268
rs74180212-<b>?</b>,"5 x 10-37",,NR,1.101,'-,[1.09-1.12],IL1R1-AS1,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,2:102181785
rs62408233-<b>?</b>,"3 x 10-38",,NR,1.103,'-,[1.09-1.12],BACH2,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,6:90266890
rs4722758-<b>?</b>,"3 x 10-28",,NR,1.103,'-,[1.09-1.12],JAZF1,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,7:28116987
rs9860547-<b>?</b>,"4 x 10-42",,NR,1.105,'-,[1.09-1.12],LPP,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,3:188411191
rs12750027-<b>?</b>,"3 x 10-10",,NR,1.109,'-,[1.08-1.14],FLVCR1,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,1:212883085
rs17454584-<b>?</b>,"6 x 10-36",,NR,1.114,'-,[1.1-1.13],"IL2, ADAD1","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,4:122432277
rs7734635-<b>?</b>,"2 x 10-30",,NR,1.116,'-,[1.1-1.13],SLC25A46,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,5:110823145
rs12365699-<b>?</b>,"4 x 10-30",,NR,1.119,'-,[1.1-1.14],"CXCR5, Y_RNA","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,11:118872577
rs62623446-<b>?</b>,"8 x 10-13",,NR,1.119,'-,[1.09-1.15],TESPA1,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,12:54974507
rs2066844-<b>?</b>,"1 x 10-10",,NR,1.119,'-,[1.09-1.15],NOD2,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,16:50712015
rs113010607-<b>?</b>,"2 x 10-19",,NR,1.126,'-,[1.1-1.15],SEPTIN8,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,5:132770006
rs1612986-<b>?</b>,"8 x 10-41",,NR,1.131,'-,[1.11-1.15],'-,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,10:9022753
rs114444221-<b>?</b>,"9 x 10-18",,NR,1.133,'-,[1.1-1.16],"HLA-B, LINC02571","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,6:31335547
rs12935657-<b>?</b>,"1 x 10-49",,NR,1.133,'-,[1.12-1.15],CLEC16A,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,16:11125184
rs6594499-<b>?</b>,"4 x 10-66",,NR,1.134,'-,[1.12-1.15],"WDR36, RPS3AP21","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,5:111134439
rs2299012-<b>?</b>,"1 x 10-49",,NR,1.141,'-,[1.12-1.16],RAD50,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,5:132581248
rs16903574-<b>?</b>,"1 x 10-23",,NR,1.145,'-,[1.12-1.17],OTULINL,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,5:14610200
rs11071559-<b>?</b>,"2 x 10-37",,NR,1.145,'-,[1.12-1.17],RORA,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,15:60777789
rs1861245-<b>?</b>,"2 x 10-69",,NR,1.15,'-,[1.13-1.17],"IL18R1, IL1RL1","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,2:102350446
rs72743461-<b>?</b>,"6 x 10-63",,NR,1.152,'-,[1.13-1.17],SMAD3,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,15:67149412
rs11236797-<b>?</b>,"1 x 10-93",,NR,1.162,'-,[1.15-1.18],"EMSY, LINC02757","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,11:76588605
rs5743618-<b>?</b>,"3 x 10-74",,NR,1.165,'-,[1.15-1.18],TLR1,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,4:38797027
rs340934-<b>?</b>,"3 x 10-62",,NR,1.167,'-,[1.15-1.18],RANBP6,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,9:6081804
rs34290285-<b>?</b>,"4 x 10-69",,NR,1.168,'-,[1.15-1.19],D2HGDH,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,2:241759225
rs12413578-<b>?</b>,"9 x 10-41",,NR,1.178,'-,[1.15-1.2],LINC02676,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,10:9007290
rs1837253-<b>?</b>,"7 x 10-94",,NR,1.186,'-,[1.17-1.2],TSLP,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,5:111066174
rs117710327-<b>?</b>,"3 x 10-29",,NR,1.196,'-,[1.16-1.23],"CEBPA, SLC7A10","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,19:33235672
rs7848215-<b>?</b>,"5 x 10-115",,NR,1.206,'-,[1.19-1.22],"GTF3AP1, IL33","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,9:6213468
rs12964116-<b>?</b>,"8 x 10-18",,NR,1.236,'-,[1.19-1.28],SERPINB7,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,18:63775385
rs12722502-<b>?</b>,"7 x 10-14",,NR,1.288,'-,[1.22-1.35],IL2RA,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,10:6051176
rs4795399-<b>?</b>,"1 x 10-257",,NR,1.289,'-,[1.28-1.3],GSDMB,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,17:39905186
rs117097909-<b>?</b>,"2 x 10-51",,NR,1.292,'-,[1.26-1.33],GSDMB,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,17:39908718
rs72823641-<b>?</b>,"2 x 10-136",,NR,1.305,'-,[1.28-1.33],"IL1RL1, IL18R1","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,2:102319699
rs12123821-<b>?</b>,"8 x 10-48",,NR,1.307,'-,[1.27-1.34],FLG-AS1,"Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,1:152206676
rs112401631-<b>?</b>,"2 x 10-18",,NR,1.31,'-,[1.25-1.37],"SMARCE1, CCR7","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,17:40608272
rs55646091-<b>?</b>,"6 x 10-74",,NR,1.364,'-,[1.33-1.4],"LINC02757, EMSY","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,11:76588387
rs78545931-<b>?</b>,"9 x 10-59",,NR,1.398,'-,[1.36-1.44],"IL1RL1, FAM183DP","Asthma (childhood onset)","childhood onset asthma",'-,GCST007800,2:102265892
rs6681149-<b>G</b>,"3 x 10-13",,NR,'-,'-,'-,COL16A1,"Adult onset asthma and/or BMI","adult onset asthma, body mass index",'-,GCST009868,1:31699492
rs72836344-<b>G</b>,"4 x 10-9",,NR,'-,'-,'-,"ACOXL, MIR4435-2HG","Adult onset asthma and/or BMI","adult onset asthma, body mass index",'-,GCST009868,2:111117122
rs12493005-<b>C</b>,"2 x 10-11",,NR,'-,'-,'-,TBL1XR1,"Adult onset asthma and/or BMI","adult onset asthma, body mass index",'-,GCST009868,3:177195111
rs7670374-<b>G</b>,"5 x 10-10",,NR,'-,'-,'-,RNU6-1252P,"Adult onset asthma and/or BMI","adult onset asthma, body mass index",'-,GCST009868,4:52437952
rs6900923-<b>C</b>,"5 x 10-10",,NR,'-,'-,'-,PLAGL1,"Adult onset asthma and/or BMI","adult onset asthma, body mass index",'-,GCST009868,6:143977063
rs4759229-<b>A</b>,"2 x 10-23",,NR,'-,'-,'-,ERBB3,"Adult onset asthma and/or BMI","adult onset asthma, body mass index",'-,GCST009868,12:56080696
rs111365807-<b>G</b>,"7 x 10-12",,NR,'-,'-,'-,UNC13D,"Adult onset asthma and/or BMI","adult onset asthma, body mass index",'-,GCST009868,17:75829382
rs6427082-<b>T</b>,"3 x 10-13",,NR,'-,'-,'-,POU2F1,"Adult onset asthma and/or BMI","adult onset asthma, body mass index",'-,GCST009868,1:167326601
rs72836349-<b>T</b>,"1 x 10-18",,NR,'-,'-,'-,"BCL2L11, MIR4435-2HG","Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",'-,GCST009865,2:111134218
rs1787663-<b>C</b>,"6 x 10-10",,NR,'-,'-,'-,SCYL1,"Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",'-,GCST009865,11:65527359
rs4616071-<b>C</b>,"6 x 10-12",,NR,'-,'-,'-,"SIK2, LAYN","Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",'-,GCST009865,11:111570140
rs10152595-<b>C</b>,"3 x 10-20",,NR,'-,'-,'-,SMAD3,"Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",'-,GCST009865,15:67183150
rs4842921-<b>G</b>,"8 x 10-11",,NR,'-,'-,'-,ADAMTSL3,"Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",'-,GCST009865,15:83887871
rs8103278-<b>G</b>,"1 x 10-11",,NR,'-,'-,'-,FOXA3,"Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",'-,GCST009865,19:45867123
rs174584-<b>?</b>,"2 x 10-20",,NR,'-,'-,'-,FADS2,"Adult onset asthma or type 2 diabetes","adult onset asthma, type II diabetes mellitus",'-,GCST009859,11:61843278
rs2185756-<b>?</b>,"3 x 10-29",,NR,'-,'-,'-,"EIF2S2P3, HHEX","Adult onset asthma or type 2 diabetes","adult onset asthma, type II diabetes mellitus",'-,GCST009859,10:92670740
rs3104369-<b>?</b>,"9 x 10-15",,NR,'-,'-,'-,HLA-DQA1,"Adult onset asthma or type 2 diabetes","adult onset asthma, type II diabetes mellitus",'-,GCST009859,6:32634705
rs429358-<b>?</b>,"2 x 10-10",,NR,'-,'-,'-,APOE,"Adult onset asthma or type 2 diabetes","adult onset asthma, type II diabetes mellitus",'-,GCST009859,19:44908684
rs4933236-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,"EXOC6, Y_RNA","Adult onset asthma or type 2 diabetes","adult onset asthma, type II diabetes mellitus",'-,GCST009859,10:92738679
rs9275511-<b>?</b>,"4 x 10-18",,NR,'-,'-,'-,MTCO3P1,"Adult onset asthma or type 2 diabetes","adult onset asthma, type II diabetes mellitus",'-,GCST009859,6:32706552
rs174583-<b>C</b>,"4 x 10-17",,NR,'-,'-,'-,FADS2,"Adult onset asthma or fasting glucose levels","adult onset asthma, fasting blood glucose measurement",'-,GCST009848,11:61842278
rs9272346-<b>A</b>,"6 x 10-24",,0.56,1.16,'-,[1.12-1.19],HLA-DQA1,Asthma,asthma,'-,GCST005212,6:32636595
rs4129267-<b>C</b>,"8 x 10-7",,0.35,'-,'-,'-,IL6R,Asthma,asthma,'-,GCST005212,1:154453788
rs4938096-<b>T</b>,"1 x 10-6",(African),0.21,1.3,'-,[1.17‐1.44],"NNMT, C11orf71",Asthma,asthma,'-,GCST005212,11:114365008
rs16989837-<b>T</b>,"3 x 10-6",(African),0.1,1.39,'-,[1.21‐1.60],"SEMG2, SLPI",Asthma,asthma,'-,GCST005212,20:45230458
rs10233459-<b>G</b>,"4 x 10-6",(African),0.05,1.57,'-,[1.30‐1.91],GLI3,Asthma,asthma,'-,GCST005212,7:42001387
rs1122396-<b>G</b>,"2 x 10-6",(Japanese),0.49,1.3157895,'-,'-,TMEM9,Asthma,asthma,'-,GCST005212,1:201169300
rs10951405-<b>T</b>,"3 x 10-6",(Japanese),0.89,1.44,'-,[1.24‐1.68],BMPER,Asthma,asthma,'-,GCST005212,7:34003736
rs3758697-<b>A</b>,"2 x 10-6",(Japanese),0.3,1.33,'-,[1.18‐1.50],ARHGAP42,Asthma,asthma,'-,GCST005212,11:100839163
rs6084352-<b>G</b>,"7 x 10-6",(Japanese),0.3,1.31,'-,[1.16‐1.47],C20orf194,Asthma,asthma,'-,GCST005212,20:3367760
rs12542922-<b>A</b>,"2 x 10-6",(Latino),0.72,1.6393442,'-,'-,LINC00536,Asthma,asthma,'-,GCST005212,8:116321559
rs2825968-<b>T</b>,"6 x 10-6",(Latino),0.49,1.4492754,'-,'-,'-,Asthma,asthma,'-,GCST005212,21:20043380
rs2073617-<b>A</b>,"5 x 10-6",(Latino),0.37,1.46,'-,[1.24‐1.71],"RNU6-12P, TNFRSF11B",Asthma,asthma,'-,GCST005212,8:118952044
rs12521260-<b>T</b>,"3 x 10-6",(Latino),0.28,1.52,'-,[1.27‐1.81],GDNF-AS1,Asthma,asthma,'-,GCST005212,5:37881312
rs2352521-<b>T</b>,"5 x 10-6",(Latino),0.72,1.66,'-,[1.33‐2.06],ADGRL4,Asthma,asthma,'-,GCST005212,1:78790420
rs6694672-<b>G</b>,"9 x 10-6",(Latino),0.05,2.13,'-,[1.52‐2.97],"CFHR5, CFHR2",Asthma,asthma,'-,GCST005212,1:196976659
rs7705042-<b>A</b>,"9 x 10-10",,0.63,'-,"0.08 unit increase",[0.06-0.1],NDFIP1,Asthma,asthma,'-,GCST006862,5:142112854
rs1233578-<b>G</b>,"5 x 10-9",,0.13,'-,"0.1 unit increase",[0.061-0.139],"NOP56P1, RPSAP2",Asthma,asthma,'-,GCST006862,6:28744470
rs2325291-<b>A</b>,"9 x 10-13",,0.33,'-,"0.1 unit decrease",[0.08-0.12],BACH2,Asthma,asthma,'-,GCST006862,6:90276967
rs167769-<b>T</b>,"6 x 10-9",,0.4,'-,"0.08 unit increase",[0.06-0.1],STAT6,Asthma,asthma,'-,GCST006862,12:57109992
rs17637472-<b>A</b>,"3 x 10-9",,0.39,'-,"0.08 unit increase",[0.06-0.1],"ZNF652, PHB",Asthma,asthma,'-,GCST006862,17:49384071
rs1348135-<b>C</b>,"9 x 10-6",(African),0.95,1.754386,'-,'-,'-,Asthma,asthma,'-,GCST005212,1:163807061
rs10773588-<b>G</b>,"5 x 10-6",(African),0.94,1.6949153,'-,'-,"NLRP9P1, TMEM132D",Asthma,asthma,'-,GCST005212,12:129027065
rs10157802-<b>G</b>,"7 x 10-6",(African),0.18000000000000005,1.2820514,'-,'-,LINC02238,Asthma,asthma,'-,GCST005212,1:73644966
rs4268898-<b>C</b>,"2 x 10-7",(African),0.43999999999999995,1.2658228,'-,'-,ITSN2,Asthma,asthma,'-,GCST005212,2:24267544
rs9870718-<b>C</b>,"9 x 10-6",(African),0.64,1.2345679,'-,'-,RFC3P1,Asthma,asthma,'-,GCST005212,3:36197914
rs10141207-<b>A</b>,"4 x 10-6",(African),0.35,1.24,'-,[1.13‐1.36],"KIAA1143P1, RNU6-8",Asthma,asthma,'-,GCST005212,14:32222579
rs10924970-<b>C</b>,"3 x 10-6",(African),0.61,1.25,'-,[1.14‐1.37],ARID4B,Asthma,asthma,'-,GCST005212,1:235199645
rs992969-<b>A</b>,"7 x 10-20",,0.25,1.1627907,'-,[1.14-1.2],"IL33, GTF3AP1",Asthma,asthma,'-,GCST005212,9:6209697
rs2952156-<b>A</b>,"2 x 10-30",,0.30000000000000004,1.1494253,'-,[1.12-1.19],ERBB2,Asthma,asthma,'-,GCST005212,17:39720582
rs20541-<b>A</b>,"5 x 10-16",,0.20999999999999996,1.1235955,'-,[1.09-1.15],"TH2LCRR, IL13",Asthma,asthma,'-,GCST005212,5:132660272
rs11071558-<b>A</b>,"1 x 10-9",,0.86,1.1235955,'-,[1.09-1.16],RORA,Asthma,asthma,'-,GCST005212,15:60777222
rs2325291-<b>G</b>,"2 x 10-12",,0.6699999999999999,1.098901,'-,[1.06-1.12],BACH2,Asthma,asthma,'-,GCST005212,6:90276967
rs2589561-<b>A</b>,"4 x 10-9",,0.18000000000000005,1.098901,'-,[1.06-1.14],LINC02676,Asthma,asthma,'-,GCST005212,10:9004682
rs17806299-<b>G</b>,"3 x 10-10",,0.8,1.098901,'-,[1.06-1.14],CLEC16A,Asthma,asthma,'-,GCST005212,16:11106123
rs12543811-<b>G</b>,"1 x 10-10",,0.33999999999999997,1.0869565,'-,[1.05-1.11],RNU6-1213P,Asthma,asthma,'-,GCST005212,8:80366650
rs167769-<b>T</b>,"4 x 10-9",,0.4,1.08,'-,[1.05-1.11],STAT6,Asthma,asthma,'-,GCST005212,12:57109992
rs17637472-<b>A</b>,"7 x 10-9",,0.39,1.08,'-,[1.05-1.11],"ZNF652, PHB",Asthma,asthma,'-,GCST005212,17:49384071
rs7705042-<b>A</b>,"8 x 10-9",,0.63,1.09,'-,[1.06-1.12],NDFIP1,Asthma,asthma,'-,GCST005212,5:142112854
rs1233578-<b>G</b>,"6 x 10-7",,0.13,1.09,'-,[1.05-1.12],"NOP56P1, RPSAP2",Asthma,asthma,'-,GCST005212,6:28744470
rs12634582-<b>C</b>,"9 x 10-6",(African),0.38,1.26,'-,[1.14‐1.40],THRB,Asthma,asthma,'-,GCST005212,3:24240941
rs2855812-<b>T</b>,"9 x 10-12",,0.23,1.1,'-,[1.07-1.13],MICB,Asthma,asthma,'-,GCST005212,6:31504943
rs7927894-<b>T</b>,"2 x 10-14",,0.37,1.1,'-,[1.08-1.13],"EMSY, LINC02757",Asthma,asthma,'-,GCST005212,11:76590272
rs2033784-<b>G</b>,"7 x 10-15",,0.3,1.1,'-,[1.08-1.13],SMAD3,Asthma,asthma,'-,GCST005212,15:67157322
rs1420101-<b>T</b>,"4 x 10-21",,0.37,1.12,'-,[1.09-1.15],"IL18R1, IL1RL1",Asthma,asthma,'-,GCST005212,2:102341256
rs10455025-<b>C</b>,"9 x 10-26",,0.34,1.15,'-,[1.12-1.18],TSLP,Asthma,asthma,'-,GCST005212,5:111069301
rs2596464-<b>C</b>,"2 x 10-13",,0.48,'-,"0.09 unit increase",[0.07-0.11],LINC01149,Asthma,asthma,'-,GCST006862,6:31445184
rs1663687-<b>A</b>,"2 x 10-10",,0.39,'-,"0.08 unit decrease",[0.06-0.1],LINC02676,Asthma,asthma,'-,GCST006862,10:9012824
rs10957979-<b>G</b>,"2 x 10-8",,0.65,'-,"0.07 unit decrease",[0.05-0.09],RNU6-1213P,Asthma,asthma,'-,GCST006862,8:80377552
rs17806299-<b>A</b>,"2 x 10-10",,0.2,'-,"0.1 unit decrease",[0.061-0.139],CLEC16A,Asthma,asthma,'-,GCST006862,16:11106123
rs3771180-<b>T</b>,"2 x 10-20",,0.14,'-,"0.17 unit decrease",[0.13-0.21],"IL1RL1, IL18R1",Asthma,asthma,'-,GCST006862,2:102337157
rs10455025-<b>C</b>,"2 x 10-25",,0.34,'-,"0.14 unit increase",[0.12-0.16],TSLP,Asthma,asthma,'-,GCST006862,5:111069301
rs20541-<b>G</b>,"1 x 10-14",,0.79,'-,"0.12 unit decrease",[0.081-0.159],"TH2LCRR, IL13",Asthma,asthma,'-,GCST006862,5:132660272
rs9272346-<b>A</b>,"2 x 10-28",,0.56,'-,"0.15 unit increase",[0.13-0.17],HLA-DQA1,Asthma,asthma,'-,GCST006862,6:32636595
rs992969-<b>A</b>,"4 x 10-29",,0.25,1.1764705,'-,[1.14-1.22],"IL33, GTF3AP1",Asthma,asthma,'-,GCST006862,9:6209697
rs2155219-<b>T</b>,"3 x 10-15",,0.46,'-,"0.11 unit increase",[0.09-0.13],"EMSY, LINC02757",Asthma,asthma,'-,GCST006862,11:76588150
rs11071558-<b>G</b>,"8 x 10-11",,0.14,'-,"0.12 unit decrease",[0.081-0.159],RORA,Asthma,asthma,'-,GCST006862,15:60777222
rs17293632-<b>T</b>,"9 x 10-16",,0.26,'-,"0.12 unit increase",[0.1-0.14],SMAD3,Asthma,asthma,'-,GCST006862,15:67150258
rs2305479-<b>T</b>,"3 x 10-24",,0.51,'-,"0.23 unit decrease",[0.19-0.27],GSDMB,Asthma,asthma,'-,GCST006862,17:39905964
rs2855812-<b>T</b>,"3 x 10-10",,0.23,'-,"0.09 unit increase",[0.07-0.11],MICB,Asthma,asthma,'-,GCST006862,6:31504943
rs2844510-<b>T</b>,"2 x 10-6","(conditioned on rs2596464 and rs2855812)",0.11,'-,"0.09 unit increase",[0.051-0.129],LINC01149,Asthma,asthma,'-,GCST006862,6:31442631
rs1420101-<b>T</b>,"9 x 10-20",,0.37,'-,"0.12 unit increase",[0.1-0.14],"IL18R1, IL1RL1",Asthma,asthma,'-,GCST006862,2:102341256
rs6893213-<b>T</b>,"8 x 10-11",,0.08,'-,"0.15 unit increase",[0.11-0.19],"BCLAF1P1, SLC25A46",Asthma,asthma,'-,GCST006862,5:110862415
rs6894249-<b>G</b>,"2 x 10-11",,0.39,'-,"0.09 unit increase",[0.07-0.11],"IRF1-AS1, IRF1",Asthma,asthma,'-,GCST006862,5:132461855
rs3763309-<b>A</b>,"1 x 10-18",,0.21,'-,"0.13 unit increase",[0.091-0.169],"HLA-DRA, TSBP1-AS1",Asthma,asthma,'-,GCST006862,6:32408196
rs17843604-<b>?</b>,"1 x 10-18",,NR,1.1111112,'-,[1.08-1.14],"HLA-DQB1, HLA-DQA1","Adult asthma",asthma,'-,GCST007596,6:32652506
rs9269080-<b>?</b>,"1 x 10-8",,NR,1.098901,'-,[1.05-1.11],HLA-DRB9,"Adult asthma",asthma,'-,GCST007596,6:32473192
rs1420101-<b>T</b>,"8 x 10-15",,NR,1.1,'-,[1.06-1.13],"IL18R1, IL1RL1","Adult asthma",asthma,'-,GCST007596,2:102341256
rs1837253-<b>?</b>,"2 x 10-20",,NR,'-,"0.140412 unit decrease",[0.11-0.17],TSLP,Asthma,asthma,'-,GCST007562,5:111066174
rs2706362-<b>?</b>,"1 x 10-11",,NR,'-,"0.109751 unit increase",[0.078-0.142],RAD50,Asthma,asthma,'-,GCST007562,5:132589495
rs56062135-<b>?</b>,"3 x 10-23",,NR,'-,"0.14842 unit increase",[0.12-0.18],SMAD3,Asthma,asthma,'-,GCST007562,15:67163292
rs72823641-<b>?</b>,"7 x 10-18",,NR,'-,"0.170195 unit decrease",[0.13-0.21],"IL1RL1, IL18R1",Asthma,asthma,'-,GCST007562,2:102319699
rs869402-<b>?</b>,"7 x 10-18",,NR,'-,"0.111541 unit increase",[0.086-0.137],GSDMB,Asthma,asthma,'-,GCST007562,17:39911790
rs9775039-<b>?</b>,"7 x 10-23",,NR,'-,"0.168054 unit increase",[0.13-0.2],GTF3AP1,Asthma,asthma,'-,GCST007562,9:6177453
rs4795397-<b>A</b>,"4 x 10-12",,0.64,'-,'-,'-,"ZPBP2, IKZF3",Asthma,asthma,'-,GCST004390,17:39867492
rs11078927-<b>C</b>,"1 x 10-12",(Children),0.57,1.52,'-,'-,GSDMB,Asthma,asthma,'-,GCST004390,17:39908152
rs907092-<b>G</b>,"1 x 10-12",,0.66,1.41,'-,'-,IKZF3,Asthma,asthma,'-,GCST004390,17:39766006
rs11655198-<b>?</b>,"1 x 10-63",,NR,1.1806375,'-,[1.16-1.2],ZPBP2,Asthma,asthma,'-,GCST003987,17:39869916
rs3104367-<b>?</b>,"1 x 10-40",,NR,1.1467891,'-,[1.12-1.17],HLA-DQA1,Asthma,asthma,'-,GCST003987,6:32635710
rs144829310-<b>?</b>,"1 x 10-31",,NR,1.165,'-,[1.136-1.195],"IL33, GTF3AP1",Asthma,asthma,'-,GCST003987,9:6208030
rs1837253-<b>?</b>,"3 x 10-31",,NR,1.1415524,'-,[1.12-1.17],TSLP,Asthma,asthma,'-,GCST003987,5:111066174
rs202011557-<b>?</b>,"5 x 10-31",,NR,1.1876484,'-,[1.15-1.22],"FAM183DP, IL1RL1",Asthma,asthma,'-,GCST003987,2:102297183
rs56375023-<b>?</b>,"2 x 10-21",,NR,1.1148272,'-,[1.09-1.14],SMAD3,Asthma,asthma,'-,GCST003987,15:67156025
rs7936323-<b>?</b>,"1 x 10-16",,NR,1.0845987,'-,[1.06-1.1],"EMSY, LINC02757",Asthma,asthma,'-,GCST003987,11:76582714
rs2428494-<b>?</b>,"1 x 10-16",,NR,1.0869565,'-,[1.06-1.11],HLA-B,Asthma,asthma,'-,GCST003987,6:31354420
rs2244012-<b>?</b>,"2 x 10-16",,NR,1.102,'-,[1.077-1.128],RAD50,Asthma,asthma,'-,GCST003987,5:132565533
rs34290285-<b>?</b>,"2 x 10-15",,NR,1.107,'-,[1.079-1.135],D2HGDH,Asthma,asthma,'-,GCST003987,2:241759225
rs7203459-<b>?</b>,"4 x 10-15",,NR,1.092,'-,[1.068-1.117],CLEC16A,Asthma,asthma,'-,GCST003987,16:11136846
rs4233366-<b>?</b>,"5 x 10-15",,NR,1.09,'-,[1.067-1.114],ADAMTS4,Asthma,asthma,'-,GCST003987,1:161189357
rs12413578-<b>?</b>,"8 x 10-12",,NR,1.1223345,'-,[1.09-1.16],LINC02676,Asthma,asthma,'-,GCST003987,10:9007290
rs10957978-<b>?</b>,"1 x 10-11",,NR,1.0706638,'-,[1.05-1.09],RNU6-1213P,Asthma,asthma,'-,GCST003987,8:80372904
rs10519068-<b>?</b>,"4 x 10-11",,NR,1.1,'-,[1.069-1.132],RORA,Asthma,asthma,'-,GCST003987,15:60776505
rs5743618-<b>?</b>,"4 x 10-11",,NR,1.082,'-,[1.057-1.107],TLR1,Asthma,asthma,'-,GCST003987,4:38797027
rs58521088-<b>?</b>,"7 x 10-11",,NR,1.0706638,'-,[1.05-1.09],BACH2,Asthma,asthma,'-,GCST003987,6:90275479
rs3001426-<b>?</b>,"1 x 10-10",,NR,1.066098,'-,[1.05-1.09],STAT6,Asthma,asthma,'-,GCST003987,12:57115272
